area,bedrooms,bathrooms,location_score,age_of_house,floor,near_metro,parking,price
2560,4,4,3,1,3,1,0,8430000
1392,5,1,7,16,3,0,1,4916000
1458,4,4,6,5,10,0,0,5194000
2986,3,4,7,12,8,0,0,9688000
1144,4,2,5,12,5,1,0,4102000
1063,1,4,10,2,1,1,0,4469000
2976,3,1,5,17,7,1,1,9498000
1337,3,1,10,8,8,0,1,5111000
705,4,4,5,4,6,0,1,2935000
2246,3,3,2,9,9,1,2,7308000
776,3,1,9,1,7,0,0,3388000
2178,3,4,5,10,4,1,1,7334000
782,4,3,7,13,7,0,1,3156000
1437,2,3,6,13,9,0,1,4921000
2862,1,1,8,1,4,0,0,9446000
1918,5,3,3,6,5,1,0,6424000
927,2,1,4,14,5,0,2,3191000
1320,4,2,9,20,0,1,0,4870000
1952,4,2,5,14,5,1,1,6566000
2649,5,1,2,11,1,1,2,8517000
2874,3,4,5,2,1,1,0,9502000
2228,3,1,3,15,7,1,2,7174000
2734,1,2,7,5,3,1,1,9142000
2601,1,1,1,20,1,1,2,7893000
1817,1,1,5,11,5,1,0,5961000
2443,4,2,3,15,5,1,0,7739000
680,5,4,4,6,8,0,1,2770000
1710,1,1,8,1,5,0,1,6070000
2925,1,3,3,18,9,1,0,9005000
1264,2,4,8,0,7,0,1,4892000
774,3,2,3,11,5,0,2,2772000
1889,5,2,1,13,0,0,2,5977000
1556,4,4,4,3,2,0,1,5408000
2741,1,2,2,11,5,0,1,8393000
997,5,2,9,15,4,0,0,3901000
1643,2,1,8,13,9,0,2,5759000
1959,1,4,3,20,3,1,1,6177000
2469,2,2,8,14,4,1,2,8397000
2186,5,2,10,1,9,0,2,8008000
1184,4,1,9,10,9,1,1,4712000
2285,3,2,2,19,5,0,0,6885000
1076,1,4,6,0,8,1,1,4228000
1571,3,1,3,2,1,1,2,5463000
604,5,1,9,16,2,1,2,2982000
1508,1,2,4,5,0,1,0,5084000
2612,2,3,9,19,5,0,2,8706000
2277,5,3,3,0,9,0,2,7631000
687,4,4,8,3,4,0,1,3201000
1484,3,2,7,1,0,0,2,5502000
2709,2,4,2,5,3,0,1,8527000
2645,2,2,9,3,0,1,0,9085000
2148,4,1,4,10,8,0,0,6874000
1905,4,1,3,19,8,1,1,6095000
1932,1,1,6,1,5,0,1,6536000
2266,1,2,5,4,9,1,0,7478000
799,5,3,1,5,2,0,1,2817000
912,3,1,3,13,5,0,2,3116000
2782,2,2,9,14,2,0,1,9206000
1343,2,2,5,16,0,0,0,4369000
1326,3,2,2,4,3,1,0,4458000
2414,4,1,5,0,7,1,1,8202000
2249,3,1,3,12,9,0,0,6987000
1272,3,2,4,3,8,1,2,4676000
2937,2,4,4,8,9,1,2,9581000
972,3,2,8,10,3,0,0,3726000
1599,5,4,2,4,1,0,0,5287000
1880,3,4,7,13,8,1,2,6660000
2612,1,1,9,2,10,0,0,8776000
652,3,4,1,12,3,1,0,2236000
1405,5,4,9,0,8,0,0,5485000
664,2,2,1,17,9,1,0,2062000
2293,5,3,10,20,4,1,0,7969000
1056,2,4,7,18,2,0,1,3808000
537,4,2,7,2,9,0,2,2691000
502,3,1,5,2,3,1,1,2376000
1946,3,3,7,2,5,1,2,7048000
1931,5,2,8,7,8,1,1,6993000
2891,1,2,10,5,0,1,0,9833000
516,4,1,10,10,3,1,2,2888000
899,1,3,10,20,0,1,0,3587000
1379,1,3,9,11,8,1,1,5187000
2104,3,4,5,6,9,1,0,7112000
666,1,1,6,2,1,1,2,2948000
527,2,4,5,4,4,0,1,2301000
1008,1,1,3,19,1,1,2,3334000
613,5,2,3,10,3,1,0,2399000
1245,1,1,10,1,5,0,2,4955000
2481,1,4,10,14,4,1,0,8483000
2226,2,2,8,2,5,0,0,7598000
814,4,2,2,4,8,0,1,2902000
2803,4,2,4,15,10,0,2,8929000
666,5,3,2,0,3,1,1,2768000
2252,1,4,4,20,2,1,2,7236000
2003,2,3,7,16,4,0,0,6579000
2839,1,1,5,7,7,1,0,9107000
2712,4,4,4,17,4,1,1,8746000
567,1,2,8,7,6,1,2,2781000
2488,5,4,3,11,0,1,2,8224000
2083,1,2,6,4,3,0,1,6959000
2137,5,1,7,16,6,0,2,7231000
1002,3,4,9,1,5,1,1,4386000
2740,1,2,8,7,1,1,2,9300000
2681,4,1,7,20,7,0,2,8733000
2456,5,3,10,17,9,0,1,8448000
1966,4,2,8,13,3,0,1,6778000
1400,5,4,8,18,7,1,0,5160000
1838,3,2,2,20,4,0,2,5684000
1568,1,1,6,0,0,1,2,5694000
740,3,2,7,12,7,0,2,3050000
698,2,4,3,5,4,0,2,2674000
2997,1,3,8,1,7,1,2,10221000
1396,3,3,5,5,7,1,2,5138000
2332,4,4,7,10,0,0,2,7976000
1012,3,3,9,15,7,0,0,3876000
2387,1,4,1,20,1,1,2,7341000
2148,4,2,6,15,2,1,2,7314000
1942,3,2,6,10,6,0,0,6436000
2062,5,3,3,5,8,0,2,6886000
2148,1,1,5,12,4,1,2,7094000
2343,4,1,10,19,10,0,1,7959000
1366,5,3,8,4,8,0,2,5318000
1203,2,3,8,18,3,1,2,4549000
1093,1,1,7,20,0,1,1,3889000
2138,1,4,6,11,3,1,0,7114000
2382,1,1,6,7,10,0,0,7686000
1717,5,4,2,4,2,0,0,5641000
2962,3,3,4,0,5,0,2,9686000
1332,4,2,5,0,3,0,1,4836000
1509,1,2,3,4,6,0,0,4857000
975,3,2,8,10,10,1,0,3885000
1134,5,4,6,1,0,0,1,4432000
1444,5,2,5,12,7,0,0,4902000
2036,4,4,8,5,8,0,0,7128000
2093,5,2,1,7,0,0,2,6709000
1172,2,1,5,19,1,1,0,3916000
2856,5,2,2,11,8,0,0,8858000
2262,3,2,6,2,1,1,2,7866000
718,3,1,8,1,6,1,2,3424000
2360,2,3,10,9,7,0,0,8090000
2983,1,1,10,20,5,1,0,9779000
603,2,2,2,19,5,1,1,2019000
2817,2,2,6,18,10,1,0,9001000
2353,4,3,6,12,1,1,2,8019000
1946,3,3,6,15,2,1,1,6608000
2303,3,4,10,1,3,0,2,8319000
2410,1,4,2,14,1,0,2,7480000
1058,3,4,2,14,1,1,1,3594000
2325,3,3,2,3,10,0,0,7355000
2429,5,4,8,11,10,1,0,8387000
1476,5,4,5,12,4,1,0,5208000
1741,5,2,4,19,1,1,1,5783000
665,5,1,1,3,5,1,1,2545000
600,3,3,1,6,3,1,2,2330000
2325,4,4,1,11,3,0,1,7255000
2175,1,4,4,16,7,0,1,6855000
2907,2,3,9,11,7,1,1,9821000
1220,1,3,2,7,10,1,2,4170000
672,4,4,9,17,1,1,0,3046000
2673,2,1,1,19,6,0,2,8029000
686,4,4,10,7,4,1,2,3548000
2550,1,2,10,1,3,0,2,8900000
1169,2,2,7,16,6,1,1,4277000
2147,1,3,9,12,9,1,1,7471000
2061,1,1,5,19,6,0,2,6543000
1602,1,2,1,16,8,1,1,4926000
1204,3,2,10,7,4,1,1,4912000
2052,2,2,9,7,0,0,2,7236000
1734,4,3,1,4,8,1,2,5822000
1866,4,2,5,16,9,0,2,6198000
637,5,3,4,12,10,0,1,2491000
2793,3,1,1,7,1,0,2,8679000
1161,3,2,6,9,10,0,0,4113000
2925,3,2,9,4,2,0,2,9965000
2632,5,4,1,9,6,0,1,8266000
2546,5,2,1,8,10,0,1,7968000
1411,5,1,10,15,9,0,1,5293000
834,1,3,7,20,8,1,2,3252000
2817,2,1,1,14,9,0,2,8561000
1160,5,4,4,13,4,0,1,4070000
847,3,1,6,5,9,1,1,3451000
1689,2,2,2,2,0,1,0,5537000
2342,5,4,6,8,6,1,2,8146000
936,2,1,2,12,8,1,0,3048000
2536,5,2,3,19,0,1,2,8148000
2305,2,3,6,20,10,1,2,7615000
1707,1,4,6,7,8,0,2,5911000
1219,4,3,1,4,0,1,1,4197000
2738,1,1,7,5,9,1,1,9124000
1428,5,1,5,3,10,0,0,5004000
516,2,2,1,13,4,0,1,1628000
2583,1,4,10,2,5,0,1,8959000
581,5,3,4,4,3,0,2,2563000
725,1,2,4,12,3,1,0,2595000
2725,1,1,2,1,8,1,2,8745000
2241,5,4,2,8,6,0,2,7293000
2330,5,3,7,1,0,1,2,8320000
892,1,3,7,7,9,1,1,3606000
918,2,1,7,6,5,0,1,3544000
2651,4,1,9,8,8,1,0,9073000
978,4,2,4,8,4,1,1,3664000
1765,4,4,1,19,0,0,2,5495000
2259,2,1,4,10,5,1,2,7417000
1942,1,3,6,9,7,1,2,6696000
2727,2,2,8,16,10,0,0,8821000
828,5,2,2,17,3,0,1,2734000
2856,2,4,2,9,0,1,1,9038000
1107,2,1,1,5,2,0,0,3451000
715,5,3,7,4,10,0,2,3265000
1017,1,4,9,14,2,1,2,4151000
1755,2,2,6,16,1,1,0,5855000
2543,2,2,6,11,2,0,0,8169000
2717,1,4,8,19,1,1,1,8971000
782,5,1,6,9,8,0,0,3046000
1362,2,4,3,0,3,0,2,4766000
1289,5,2,8,20,6,0,2,4737000
1913,4,4,4,8,1,1,1,6529000
2763,2,3,8,4,4,1,1,9429000
888,5,2,8,11,6,0,0,3554000
1014,1,1,7,2,9,0,1,3862000
2615,4,2,3,6,3,0,2,8445000
1431,1,3,10,15,1,1,0,5283000
1522,3,2,2,6,1,1,1,5086000
2028,2,4,3,18,2,1,1,6474000
2876,1,3,3,19,9,0,0,8688000
717,2,1,3,14,1,0,2,2461000
1103,2,1,9,2,9,0,1,4379000
2787,2,3,7,15,6,1,1,9181000
834,4,4,8,1,9,1,1,3832000
1386,5,1,10,12,9,0,1,5278000
2906,5,1,8,8,4,0,2,9798000
1714,1,2,1,6,2,1,0,5382000
2718,5,1,8,5,5,1,2,9444000
1730,2,2,5,13,2,0,1,5670000
2659,5,4,6,10,1,0,0,8747000
930,1,1,6,4,0,0,1,3470000
514,5,3,9,6,1,1,2,2972000
823,1,2,2,7,4,0,1,2719000
587,5,2,1,3,2,0,0,2111000
2852,1,3,10,8,10,0,2,9696000
1167,3,3,8,9,4,1,2,4671000
727,1,2,7,18,1,1,2,2941000
2698,3,1,3,9,5,0,1,8474000
1150,5,1,2,4,6,0,2,4010000
705,3,2,4,11,3,1,0,2655000
2518,1,4,5,11,8,1,1,8234000
1196,1,1,5,2,1,0,0,4128000
1303,4,3,7,20,0,0,0,4499000
2838,4,3,7,7,1,0,1,9444000
2359,4,4,4,7,7,1,0,7807000
1112,5,2,7,5,7,0,1,4326000
1362,1,3,7,15,2,1,2,4936000
1669,3,2,10,15,3,0,1,5997000
1890,4,1,5,10,8,0,2,6360000
2996,5,3,3,0,3,1,0,9778000
1869,4,4,6,15,5,0,2,6387000
1768,4,2,4,1,5,1,0,6094000
1188,4,2,9,4,5,1,1,4874000
1827,3,3,9,13,1,0,2,6521000
1971,2,1,1,11,3,0,1,6003000
2325,1,2,4,5,7,1,1,7615000
1663,4,2,1,11,6,0,1,5209000
2200,2,1,9,0,1,1,2,7940000
810,3,4,9,17,5,1,1,3490000
1558,1,1,8,8,7,0,2,5554000
1502,1,3,1,15,8,0,2,4606000
1482,1,4,7,14,5,1,2,5346000
1236,1,2,5,8,10,0,1,4238000
541,1,1,10,2,7,1,0,2813000
2137,3,3,3,3,6,1,0,7041000
1623,5,2,7,3,0,1,2,6129000
1369,1,2,10,0,8,1,0,5367000
1017,2,2,8,8,2,1,0,4001000
2911,1,1,5,6,4,0,2,9353000
2944,5,3,10,7,4,1,1,10262000
1030,2,3,2,13,7,0,0,3220000
1375,5,4,9,6,6,0,1,5355000
1617,4,2,3,5,4,1,0,5461000
1911,2,3,5,9,2,1,1,6473000
1069,3,2,8,10,8,1,2,4327000
1018,5,3,7,4,1,1,2,4324000
1133,3,3,2,4,5,0,2,3919000
2399,2,3,7,10,9,0,1,7967000
1155,1,3,1,3,10,0,2,3805000
1904,4,2,2,6,9,1,1,6282000
2090,5,2,1,13,2,1,0,6570000
1092,2,2,1,15,7,1,0,3386000
1693,3,3,5,7,2,0,0,5679000
2341,3,1,7,19,2,1,0,7673000
788,4,4,5,4,0,0,1,3184000
608,4,4,5,8,9,0,1,2564000
1319,2,4,5,3,2,0,0,4617000
1796,4,1,5,8,8,0,0,5958000
633,3,3,8,4,9,1,0,3009000
2698,2,2,6,9,5,1,2,8984000
1630,1,2,9,18,2,0,1,5620000
1943,1,3,9,1,1,1,1,7079000
2643,1,2,2,7,3,1,2,8409000
688,1,1,9,9,9,0,2,3024000
606,4,1,8,4,4,1,2,3078000
1248,4,1,4,4,10,1,1,4524000
2673,5,1,10,18,3,1,1,9169000
1665,5,1,6,2,0,1,0,5985000
2739,5,4,9,8,1,0,0,9327000
1769,2,4,4,17,3,0,1,5667000
2193,2,1,10,7,2,0,0,7569000
2431,5,3,10,4,5,0,2,8713000
1243,2,2,1,14,8,1,0,3859000
1613,2,3,9,8,4,0,0,5769000
2199,5,2,4,7,9,1,2,7477000
1698,2,1,3,4,1,1,2,5754000
2649,3,4,5,18,5,0,1,8437000
1076,4,4,5,17,4,0,1,3788000
2312,2,1,8,16,6,0,2,7706000
778,3,4,7,16,8,0,0,2984000
2006,2,2,1,20,2,0,2,6038000
2194,3,4,1,11,1,1,2,7042000
871,5,2,3,6,8,1,1,3333000
2046,5,4,10,6,5,0,0,7388000
2265,5,4,2,20,4,0,2,7125000
1331,3,1,10,17,4,0,2,4993000
945,3,1,2,7,0,1,0,3225000
2620,1,3,3,13,10,0,2,8200000
2864,4,3,6,11,3,1,0,9412000
2380,2,2,4,5,0,1,1,7830000
516,2,1,6,5,9,1,0,2328000
1550,3,4,8,19,2,0,2,5500000
1008,1,3,2,0,2,1,2,3674000
978,2,1,8,2,5,1,2,4134000
1051,5,2,7,8,5,1,0,4153000
2124,5,1,9,0,0,1,1,7782000
2964,4,2,8,10,4,1,2,10062000
2108,1,2,8,9,5,1,2,7364000
2602,3,1,2,14,9,1,1,8136000
687,2,1,2,9,7,0,2,2371000
2647,1,1,1,3,0,0,2,8221000
2158,3,3,9,14,7,0,1,7414000
884,3,1,9,2,6,1,0,3842000
2910,4,3,10,9,10,1,2,10150000
2402,1,2,2,11,7,0,1,7376000
2234,3,4,2,18,9,1,0,6962000
1619,3,2,3,15,7,1,2,5377000
2771,3,2,8,7,2,1,1,9413000
1882,4,4,4,15,7,1,0,6216000
2867,4,4,9,11,3,1,1,9831000
2751,4,2,9,0,5,1,1,9643000
2579,1,1,6,14,3,0,1,8217000
1518,5,2,6,19,10,1,2,5394000
1142,4,2,6,15,0,0,0,3986000
2296,4,3,5,4,3,0,1,7678000
848,1,4,4,1,3,1,0,3244000
844,5,2,8,0,4,1,2,3952000
928,3,3,4,6,6,0,1,3384000
1936,3,4,6,10,6,1,1,6708000
1420,4,4,7,20,8,0,2,5040000
2485,4,3,8,5,9,1,2,8755000
2254,2,3,1,20,6,1,1,6882000
1791,1,3,3,18,2,0,0,5453000
2714,5,2,4,6,2,1,1,8962000
957,5,4,9,13,7,0,0,3881000
1201,4,4,7,18,4,0,1,4343000
2352,5,2,2,18,7,0,2,7366000
2086,1,1,6,15,2,0,2,6798000
1524,3,2,8,18,2,1,1,5452000
2619,4,3,2,10,6,0,2,8307000
2722,5,1,9,12,5,0,2,9266000
1774,1,2,2,17,5,1,0,5442000
2518,5,2,6,11,6,1,0,8394000
1390,3,2,2,17,0,1,1,4470000
1052,5,3,3,17,0,0,2,3616000
987,1,1,9,15,3,1,1,3871000
1793,5,2,10,17,1,1,0,6499000
2604,3,4,3,19,9,1,0,8152000
816,1,4,6,15,1,1,1,3148000
1138,2,2,3,17,10,1,0,3684000
1065,3,1,1,18,6,1,0,3265000
961,3,4,4,4,3,0,1,3553000
1882,3,3,1,10,7,1,2,6096000
2822,5,3,10,4,3,0,0,9726000
2566,1,3,4,19,0,1,0,8008000
2917,3,4,2,7,9,0,1,9161000
560,3,4,7,6,1,0,2,2690000
2476,2,2,2,2,0,0,1,7828000
1586,5,1,4,11,4,0,0,5218000
1457,1,3,3,12,9,0,2,4731000
581,2,3,8,7,0,1,1,2823000
2080,1,4,5,8,3,1,1,6980000
2029,4,4,1,4,0,1,1,6657000
1695,5,4,2,0,10,1,0,5805000
2319,3,2,7,18,1,1,0,7657000
2082,2,3,6,4,3,0,0,6956000
1847,3,4,8,19,4,0,1,6311000
885,5,3,9,16,10,0,2,3735000
543,1,3,5,20,5,0,2,2029000
764,3,2,7,4,5,1,0,3272000
1821,1,2,2,1,8,0,1,5833000
2424,4,1,3,13,5,1,2,7852000
1878,4,2,9,8,2,1,0,6784000
2844,4,3,5,9,5,0,1,9222000
2838,4,2,4,1,1,0,0,9154000
1380,1,4,10,5,6,0,0,5210000
1582,3,2,3,18,9,0,2,5056000
2557,4,1,9,5,1,1,1,8931000
2776,3,1,2,15,1,0,1,8488000
2723,1,4,6,11,2,0,2,8879000
1524,4,1,3,2,0,0,1,5142000
1829,3,1,4,3,4,1,2,6317000
2357,1,1,7,20,9,0,1,7531000
891,4,2,2,4,1,1,0,3203000
2999,2,2,8,3,5,1,2,10207000
2489,4,2,10,17,8,1,0,8537000
2776,3,3,8,13,10,1,1,9338000
787,5,1,2,15,7,0,2,2701000
2479,3,1,6,11,7,0,2,8157000
1448,5,1,1,17,8,1,2,4694000
1070,1,1,2,4,9,0,2,3570000
2869,4,4,6,4,5,1,2,9757000
794,5,1,3,0,3,0,0,2962000
2851,4,1,6,8,2,0,0,9223000
1419,5,4,9,1,0,0,2,5667000
1467,1,2,6,3,0,0,0,5051000
1121,1,3,4,15,3,0,0,3603000
1193,4,3,5,17,8,0,2,4189000
2372,1,1,8,0,10,0,0,7996000
1874,3,4,7,2,7,1,0,6702000
2455,3,1,4,13,10,0,1,7765000
2740,4,2,9,17,7,1,1,9270000
2346,4,4,10,20,10,0,1,8038000
831,3,3,4,3,4,1,0,3223000
2321,4,4,10,2,0,1,2,8553000
2136,2,4,2,1,5,0,1,6888000
749,2,3,1,10,7,1,1,2567000
2304,2,4,10,0,4,0,1,8212000
2554,3,4,7,15,3,1,1,8562000
2050,4,2,3,14,9,0,1,6510000
1397,3,4,8,5,0,1,2,5471000
2907,3,2,9,7,7,1,0,9841000
1669,4,3,7,12,1,1,0,5907000
1649,4,2,9,10,8,1,1,6137000
1484,5,2,9,6,1,0,2,5702000
778,4,1,7,10,7,1,1,3294000
2248,2,2,4,6,4,0,1,7264000
2480,1,1,7,15,7,0,0,7920000
919,4,1,10,11,5,0,2,3927000
2465,4,2,10,15,0,0,2,8515000
2781,3,4,7,13,7,0,0,9053000
2143,2,3,1,18,6,0,2,6519000
2645,2,2,9,16,8,0,2,8835000
1757,4,3,7,16,6,1,2,6251000
2313,2,4,5,5,1,0,1,7639000
2257,3,2,10,20,0,0,0,7581000
2595,4,1,7,0,9,1,0,8865000
1578,1,3,5,10,5,0,0,5174000
2004,5,2,3,7,9,0,2,6642000
1663,4,2,7,4,1,0,2,6029000
908,3,1,8,11,7,0,0,3484000
2268,4,4,2,8,1,1,2,7474000
999,5,3,3,10,0,0,1,3517000
2371,2,4,9,17,4,0,0,7893000
2523,2,1,5,11,8,1,2,8289000
620,4,3,6,16,0,1,2,2740000
2644,4,3,3,2,0,1,0,8632000
2952,3,2,10,5,7,1,2,10276000
1404,4,4,2,17,1,1,2,4702000
1021,5,2,6,8,2,1,1,4043000
1712,3,1,1,11,3,0,1,5276000
1764,2,4,4,20,10,0,0,5512000
2363,2,3,8,11,0,0,2,8019000
1826,4,3,10,17,7,1,1,6658000
2729,1,1,1,20,10,1,2,8277000
1361,1,4,6,3,10,1,1,5023000
920,4,3,5,8,9,0,2,3550000
2536,3,1,2,9,8,1,2,8118000
572,5,2,4,4,7,0,0,2346000
1117,1,4,3,10,9,0,1,3701000
2264,2,4,8,5,9,0,1,7792000
1429,5,4,7,9,3,0,1,5257000
876,1,1,2,12,2,1,1,2898000
1997,1,4,6,1,6,1,2,7051000
1711,4,4,1,19,5,0,2,5333000
2050,4,3,6,16,8,0,1,6800000
1536,4,4,7,13,7,1,1,5598000
2758,5,3,4,2,0,0,2,9134000
1880,5,3,10,12,5,1,0,6890000
2395,4,1,7,10,3,0,0,7915000
2416,5,1,1,2,9,1,1,7818000
771,2,3,2,4,3,0,1,2703000
1492,1,4,7,2,4,0,0,5306000
1456,3,3,5,2,5,1,2,5378000
1505,5,3,10,10,3,0,1,5735000
1237,4,4,1,2,10,0,2,4251000
2492,4,4,4,11,4,0,1,8056000
545,1,2,5,8,2,1,2,2395000
2910,4,3,1,4,0,1,0,9190000
2525,3,4,7,11,10,1,2,8635000
968,1,4,2,17,5,1,1,3164000
2696,4,2,5,11,1,0,2,8788000
1562,5,3,9,3,0,0,1,5946000
1736,3,4,3,3,4,1,0,5868000
1565,3,1,3,9,1,0,1,5075000
1957,1,2,6,5,3,1,2,6791000
2228,5,1,3,3,1,1,0,7354000
2110,4,1,9,20,1,1,2,7370000
2295,3,1,1,19,8,0,0,6785000
810,5,3,10,13,1,1,1,3740000
593,4,1,8,11,10,0,0,2589000
1703,1,1,10,2,10,1,1,6379000
1224,3,4,2,15,2,0,1,3922000
2977,2,2,1,17,10,1,0,9001000
630,4,4,2,8,7,1,2,2560000
547,5,4,2,0,8,1,2,2521000
2815,2,1,1,17,1,0,0,8335000
2277,1,1,10,0,4,0,1,7991000
2325,3,2,1,19,2,1,1,7135000
1502,4,2,1,9,9,1,0,4836000
1350,2,3,9,5,0,0,2,5200000
1584,5,2,8,5,5,1,0,5912000
1571,4,3,9,8,3,0,1,5823000
981,2,4,8,18,2,1,0,3753000
1461,2,2,1,9,5,0,2,4623000
2239,5,1,7,18,3,1,2,7647000
1562,3,2,3,9,10,1,0,5166000
508,4,2,9,5,0,0,0,2584000
2372,2,3,1,9,7,1,0,7376000
2299,2,3,3,2,3,1,0,7497000
732,2,2,2,8,10,0,0,2396000
1823,4,4,6,19,10,1,0,6159000
1016,1,3,4,4,6,1,0,3658000
1184,5,1,7,17,3,1,2,4502000
1572,4,2,2,7,10,1,0,5186000
693,3,2,2,10,6,1,1,2519000
801,2,2,2,0,9,0,1,2843000
560,1,3,3,2,0,1,0,2230000
1826,1,4,6,2,10,1,2,6518000
2889,1,1,1,16,4,0,2,8687000
2636,2,4,1,19,9,0,0,7848000
858,3,4,4,9,1,0,1,3144000
1378,5,2,6,19,5,0,0,4664000
1801,5,1,7,19,4,0,0,6003000
699,2,1,1,0,5,1,0,2477000
1438,1,1,4,11,1,1,2,4884000
2302,3,3,5,0,6,1,0,7796000
2959,2,2,5,7,0,1,2,9707000
1654,1,3,3,13,10,1,1,5372000
1821,3,3,6,3,3,1,1,6473000
1484,5,2,3,11,10,1,2,5152000
577,4,4,2,18,2,1,0,2041000
1324,3,1,5,11,7,0,1,4512000
2905,4,3,3,19,7,1,2,9235000
907,5,1,6,15,9,1,0,3451000
2612,1,2,6,2,7,0,1,8586000
2639,1,4,5,16,6,1,0,8417000
1194,4,2,9,19,0,0,2,4522000
2221,5,1,3,6,4,1,2,7433000
1644,1,3,3,3,10,0,0,5312000
1391,5,2,3,13,4,0,0,4523000
2480,4,2,4,14,3,0,2,7980000
2940,5,2,8,19,6,1,1,9780000
2240,3,3,4,5,8,0,0,7260000
1884,3,3,10,8,3,1,0,6882000
2003,4,4,6,16,0,1,2,6919000
579,1,1,5,11,10,0,2,2257000
826,4,2,5,16,5,1,0,3068000
2390,1,4,4,4,7,1,1,7890000
1840,2,1,3,0,10,0,1,6030000
870,1,1,5,6,0,0,2,3230000
1379,1,1,10,10,8,0,1,5097000
2679,1,4,10,14,1,1,1,9157000
2422,2,1,8,19,6,0,2,7976000
869,3,1,3,9,6,0,2,3067000
905,1,3,6,7,2,0,0,3315000
1970,3,4,1,19,9,1,1,6130000
2573,4,2,9,3,5,1,2,9129000
1484,1,3,10,3,9,0,0,5532000
2310,4,1,4,19,7,0,2,7340000
2881,4,3,4,5,3,0,0,9233000
1632,3,3,7,19,1,1,0,5606000
2153,2,4,6,14,5,1,0,7149000
2185,1,2,10,5,1,1,2,7875000
1733,4,3,4,16,8,0,1,5649000
1189,5,3,8,2,9,1,0,4817000
2992,3,2,4,17,3,1,1,9476000
1406,4,2,5,7,6,1,0,4988000
2911,5,3,4,12,4,0,1,9313000
2078,2,2,6,20,6,0,1,6674000
1970,5,3,8,13,6,1,2,7100000
1324,3,4,9,1,0,0,2,5282000
2545,2,3,7,17,6,1,2,8495000
1996,2,2,3,1,0,0,1,6508000
1141,5,4,5,16,1,1,2,4283000
1380,5,2,9,16,4,0,1,5110000
1190,5,2,6,16,8,1,1,4390000
2554,4,3,2,8,3,0,0,7992000
1575,5,1,6,17,2,0,2,5425000
1746,4,1,8,15,10,0,0,5968000
2770,3,2,8,12,6,1,1,9310000
852,4,3,10,18,4,1,2,3796000
1082,4,2,4,17,10,1,1,3796000
1334,2,2,8,9,2,1,2,5092000
2781,4,2,9,10,7,1,2,9613000
793,4,4,4,0,10,1,1,3329000
2065,1,1,6,2,1,1,2,7145000
2411,5,1,7,7,0,1,1,8303000
2581,1,1,6,12,10,0,1,8263000
2039,5,1,2,14,1,1,0,6467000
2053,4,4,1,4,4,1,0,6649000
1766,1,3,3,8,7,0,2,5738000
1945,4,1,2,8,4,1,0,6255000
942,4,4,9,9,3,1,2,4176000
1915,4,3,1,18,2,1,1,6005000
2801,1,2,2,15,7,1,0,8563000
2573,1,2,7,2,1,0,2,8649000
1030,2,4,6,10,4,1,1,3940000
1583,4,2,1,11,2,0,1,4969000
2644,5,3,9,19,8,0,0,8792000
1181,1,3,6,0,0,1,0,4433000
1165,3,3,2,20,7,1,2,3845000
2489,3,3,6,6,4,0,1,8267000
2823,4,4,6,6,2,1,0,9419000
1053,4,4,4,20,10,1,1,3709000
2046,3,1,7,17,7,0,1,6758000
2161,5,1,4,16,0,1,0,6993000
1958,4,4,2,6,10,1,2,6584000
2109,3,3,4,4,10,0,2,7047000
1092,3,2,5,10,2,1,2,4096000
533,3,2,4,7,3,0,0,2069000
2331,3,4,9,6,2,1,2,8353000
1165,2,4,2,3,10,0,0,3855000
1655,1,3,7,5,2,0,1,5785000
2830,5,1,8,11,6,1,0,9500000
2847,3,3,1,2,10,1,2,9151000
2062,4,1,7,13,10,1,2,7166000
2006,2,3,7,6,3,0,1,6868000
2383,3,1,2,0,7,1,0,7679000
594,5,4,3,10,1,1,2,2562000
2827,1,4,10,19,5,0,0,9271000
1821,4,3,4,16,7,0,2,5993000
1860,3,2,9,11,3,0,2,6630000
2007,2,3,1,6,10,0,1,6271000
2416,2,2,7,2,8,1,0,8218000
2167,3,1,10,0,6,1,0,7831000
2228,3,1,8,17,4,0,2,7484000
733,1,1,9,11,8,1,2,3269000
2896,2,4,9,5,5,1,1,9938000
2903,4,4,9,16,6,1,2,9919000
638,4,2,8,12,3,0,1,2814000
2849,4,2,10,12,3,1,1,9797000
2207,4,4,5,17,9,0,0,7101000
1176,2,4,1,11,10,0,0,3628000
1561,2,2,6,8,10,1,0,5433000
754,3,1,10,0,0,1,2,3752000
628,4,2,9,2,2,0,2,3164000
1393,3,3,4,16,1,0,2,4659000
1654,2,3,4,3,1,0,0,5492000
791,3,3,2,3,0,1,2,3063000
2954,5,4,2,13,2,1,2,9482000
976,1,1,3,13,10,0,2,3208000
2131,2,1,6,7,10,0,0,6983000
2100,2,1,8,3,4,0,2,7330000
2357,4,1,3,20,7,1,2,7511000
2310,3,3,3,20,9,0,0,7070000
1999,3,4,7,20,3,1,1,6797000
533,2,2,2,5,5,1,2,2169000
1372,1,1,8,17,3,1,0,4806000
2847,5,2,1,11,8,0,2,8891000
1425,4,1,6,18,2,1,2,5055000
1073,1,4,7,9,1,1,0,4059000
1843,1,3,8,0,5,1,2,6779000
2850,4,3,8,20,2,0,0,9240000
1456,3,1,9,4,5,1,0,5518000
2459,1,2,2,7,10,0,0,7547000
624,2,2,4,16,4,0,2,2272000
