area,bedrooms,bathrooms,location_score,age_of_house,floor,near_metro,parking,price
1392,4,2,6,1,0,1,2,8690823
2908,3,1,6,2,0,0,1,11014586
806,2,2,10,4,8,0,1,6610691
1123,4,2,6,4,7,0,1,7316753
2475,5,1,5,19,7,1,1,10499079
2120,5,1,8,20,0,0,0,9488198
1246,2,2,2,14,10,1,2,6754439
1122,4,1,2,14,0,0,1,5950691
1787,4,4,1,19,0,0,0,8094819
995,2,1,1,18,10,1,0,4833515
641,2,1,2,11,2,0,0,3923249
2989,5,4,2,15,8,1,2,12457999
2147,5,1,6,13,3,1,2,10405070
2132,4,4,6,20,0,1,1,10232788
2085,3,3,7,5,8,1,0,9882432
2498,4,2,9,20,1,1,0,11059216
801,1,1,4,11,4,0,0,4160979
981,1,1,8,1,6,1,1,6209707
2664,3,3,10,0,4,1,2,12525938
574,1,1,4,7,7,0,1,4009703
2602,4,1,3,19,7,1,1,9956841
2255,4,3,1,19,3,0,2,9511350
2470,4,4,2,9,0,1,2,11044466
2104,3,1,6,9,2,1,0,8886388
2500,4,1,9,16,10,1,0,10888995
1587,3,2,2,7,8,0,1,7408947
1241,4,2,6,10,2,1,0,7593116
1504,4,1,7,3,7,1,2,8964480
2809,3,2,4,17,1,0,0,9959864
940,1,1,10,20,5,0,1,5761131
1009,3,1,5,16,6,1,0,6181396
2276,5,1,8,7,3,0,0,10123036
1244,2,1,10,3,1,1,2,7871694
2964,3,1,7,17,5,0,2,11486503
2595,5,3,8,19,3,0,2,11849453
1552,3,3,1,20,6,0,0,6843315
645,1,1,9,4,2,0,0,4790772
2031,3,2,6,10,10,1,0,9238245
652,2,1,6,0,10,0,1,5251704
2176,5,4,6,14,7,1,1,11424743
2405,5,4,2,6,0,1,2,11118923
2533,3,1,1,12,6,0,0,8810548
2250,5,4,6,14,4,0,1,10911061
574,2,1,10,15,5,0,0,5055219
814,2,1,5,6,8,0,0,5066227
1337,2,2,1,0,5,0,1,6317137
1738,4,3,9,9,2,1,1,9865451
1628,2,2,9,9,3,1,1,8277219
2636,5,2,3,11,7,0,2,11052148
1954,5,2,6,4,4,1,2,10307398
2251,3,2,3,10,9,0,1,9227277
529,1,1,10,10,8,0,1,4953303
1263,3,2,6,15,4,0,1,7088679
1790,4,3,2,5,2,1,2,9055125
2893,5,2,9,5,1,0,1,12345976
2063,5,3,3,3,10,0,0,9916055
1417,3,3,1,2,3,0,2,7472686
1942,4,1,5,9,1,1,2,9144719
1643,2,1,3,10,9,1,2,7516524
1992,4,4,4,19,3,1,1,9539893
2132,3,3,6,11,0,0,2,9620193
2034,5,1,5,7,5,0,2,9937352
2938,4,4,10,3,7,0,0,12932579
1512,3,3,8,19,8,0,1,8166816
1401,2,1,6,20,2,1,1,6954364
2417,4,1,2,17,4,1,2,9783104
2874,3,2,3,18,1,1,1,10325042
592,1,1,6,10,8,1,0,4510761
2398,3,1,4,0,2,0,0,9384638
2354,3,3,6,9,0,1,2,10462916
1535,2,1,7,8,10,1,2,8138223
749,2,1,10,7,3,1,0,6084002
2058,4,3,2,0,2,0,2,9448403
1821,4,1,10,6,2,0,0,9303597
2103,3,2,3,10,0,0,2,8923693
2292,4,4,10,10,0,1,1,11732248
629,1,1,3,4,5,0,0,3908204
2521,4,1,8,9,8,0,2,11302540
1315,4,2,7,0,4,1,1,8310734
577,2,2,1,11,7,1,1,4479894
1342,4,2,2,3,2,1,2,7807177
1150,2,1,9,19,8,1,0,6525204
1138,4,3,5,8,5,0,1,7546844
2185,3,1,8,0,3,1,0,9917780
1653,4,4,9,10,3,0,1,9765466
1068,4,4,5,7,9,0,0,7647327
914,2,2,5,10,9,1,0,5892034
724,2,1,8,19,5,1,0,5363946
1949,3,3,4,6,10,0,0,8593833
2210,5,2,3,0,5,0,2,10206814
1162,4,1,4,8,9,1,1,7350650
2330,4,2,4,4,6,1,0,10352877
1359,4,2,2,3,8,1,0,7311978
1808,3,3,3,11,5,0,0,7798434
2809,5,4,3,19,4,0,2,12149469
1690,4,4,8,0,7,0,0,9570234
2047,3,1,6,11,5,0,1,8916236
1127,2,2,10,3,9,1,1,7698681
2823,4,1,10,0,4,1,1,12588376
701,2,2,5,15,8,0,0,4858504
2555,5,4,7,12,1,0,2,12289315
2318,3,1,8,8,9,0,0,9637333
2754,3,1,1,6,1,1,1,9880867
2403,4,3,3,3,6,0,1,10393886
1144,4,3,5,9,5,0,1,7471039
1823,4,4,9,16,9,0,1,10217749
1487,4,4,8,11,10,0,1,9064524
2548,3,2,5,4,2,0,0,9667944
1286,3,3,4,13,0,0,0,6664752
1264,2,1,4,4,9,0,1,6212705
638,2,1,8,18,3,1,0,5149039
1287,2,2,2,16,4,1,1,6096212
604,1,1,2,20,4,0,0,3115115
1452,2,1,10,6,6,0,1,7811235
1107,4,1,8,6,1,0,1,7445358
2190,4,4,3,7,8,1,1,10437654
2159,3,1,2,12,1,0,0,7732306
1381,4,4,10,8,2,1,0,9395763
1657,2,2,5,15,5,1,0,7414237
2146,5,2,3,5,9,0,2,10297218
774,1,1,10,2,9,0,1,5823804
617,1,1,8,14,10,0,1,4842668
2156,4,3,9,14,6,1,0,10460561
2345,4,3,5,9,1,1,1,10553581
1671,2,2,6,19,8,0,1,7731749
805,1,1,9,3,8,0,0,5551970
1999,4,3,5,10,7,0,1,9412748
1579,2,2,2,9,10,0,0,6543651
1584,3,3,6,4,7,1,0,8758602
1574,3,2,5,10,4,0,0,7527546
2855,3,1,9,5,6,1,0,11297580
2903,4,4,3,18,9,0,1,11688355
1299,3,1,1,19,5,0,0,5518755
2984,3,3,3,4,2,1,2,12016322
2274,3,2,9,8,2,1,2,10504671
2717,4,3,3,5,3,0,2,11114587
1384,2,1,3,19,7,1,1,6210910
1693,2,2,2,17,1,1,2,7325070
1437,3,1,8,20,4,0,2,7625279
975,2,2,3,18,7,1,1,5608666
2582,4,4,9,10,1,0,1,11584701
1942,5,4,10,4,7,1,0,11425080
704,1,1,10,3,6,0,0,5218402
835,1,1,2,15,0,1,0,4046006
2533,5,4,4,15,4,0,1,11019740
2396,5,1,3,1,7,0,2,10673835
730,1,1,4,3,6,0,1,4550285
767,1,1,8,3,9,1,1,5761802
1549,2,2,7,1,6,1,2,8384254
2750,5,3,5,8,10,0,1,11855141
1616,4,4,5,11,3,1,2,9658887
1699,3,1,3,13,5,0,1,7460937
2226,4,2,2,10,5,0,1,9383326
876,2,1,3,2,1,0,1,5181986
947,2,2,1,12,3,1,1,5451437
2659,5,3,7,18,7,1,0,11570703
2004,5,4,9,17,2,1,2,11204866
1223,3,1,4,11,9,0,2,6881785
2443,3,1,6,4,5,0,0,9567388
2450,3,2,9,12,1,0,0,9953777
1552,2,2,9,14,4,0,1,7693264
1776,3,1,3,2,6,0,1,7753314
1284,2,1,1,0,6,0,0,5714097
1414,3,3,10,11,2,1,1,9030634
2710,3,1,4,7,10,1,0,10165051
2615,5,3,6,19,6,0,2,11514266
2613,4,4,1,14,4,0,1,10580574
2639,3,2,6,10,6,0,0,10413326
2255,5,1,5,15,10,1,0,10265604
527,2,1,5,4,5,1,1,4958435
2926,5,2,4,7,5,1,0,11861357
2272,5,3,4,16,4,1,0,10384867
1606,4,4,8,4,7,1,0,9724805
1068,3,2,2,9,0,0,1,5984896
1550,2,2,10,17,1,1,0,7942920
2584,5,3,8,10,2,1,1,11985151
968,2,2,3,20,0,0,0,4920377
706,1,1,5,20,8,1,0,4302954
834,1,1,6,18,4,1,0,4756290
2802,3,3,8,18,10,1,0,11528839
2220,5,1,2,14,7,0,1,9369648
712,2,1,4,14,0,0,0,4252948
2970,5,4,6,2,4,0,1,12796545
1253,4,4,10,1,5,1,2,9679444
805,1,1,7,15,1,0,1,4850970
1625,2,2,8,13,0,0,2,7825457
1511,3,2,7,1,0,1,2,8644151
1541,2,2,7,16,5,1,1,7689329
2934,5,2,6,10,9,0,0,11799285
2563,4,3,5,13,8,0,0,10427192
560,2,2,5,12,5,0,0,4616529
2538,5,3,10,10,9,1,0,12481480
2439,4,2,4,7,4,0,0,9921231
1485,3,1,8,0,3,1,1,8198626
2207,5,3,8,11,3,0,1,11014911
924,1,1,7,17,9,0,0,4933973
2103,4,1,7,6,9,1,2,10127666
993,2,1,3,10,1,0,1,5143288
2622,3,2,4,5,4,1,2,10546076
2044,3,3,9,3,10,0,2,10362207
1613,2,1,7,0,9,0,2,8176882
2117,3,1,8,17,9,1,2,9952160
1378,3,1,7,3,7,1,0,7835805
2592,3,1,8,11,1,0,0,9960165
2263,4,4,10,13,8,0,0,10963825
748,1,1,5,0,1,1,0,4863327
2790,3,2,10,20,5,1,0,11671750
1084,3,3,7,15,4,0,0,6960288
1682,2,2,4,14,8,0,1,7198653
2891,4,4,4,13,0,1,2,12404303
1450,3,1,6,2,3,0,0,7180531
1262,2,2,4,5,7,0,2,6686777
1403,2,2,8,3,6,0,2,8031519
2200,5,1,8,10,4,0,1,10263578
1029,4,2,4,11,2,0,1,6583351
1076,2,1,5,15,4,1,1,6148722
1043,3,1,9,11,5,0,0,6612306
1354,4,3,10,14,9,1,2,9703586
566,2,2,2,14,8,1,1,4695764
1416,4,2,7,19,3,1,2,8614357
2936,5,3,8,5,0,0,0,12327444
1796,2,1,1,9,8,0,0,6775719
1562,3,3,2,7,8,0,0,7226309
2644,4,2,5,18,2,0,1,10598084
1050,4,3,10,6,7,0,0,8209706
907,2,2,3,17,5,0,0,4855337
527,1,1,5,1,4,0,0,4086617
2417,5,4,3,3,1,0,1,11052951
1632,2,1,2,9,10,0,0,6537077
2861,3,1,1,12,2,1,1,9827250
1793,2,1,7,13,4,0,1,7913514
574,2,2,6,12,8,0,0,4893414
1535,2,1,6,7,2,0,0,6756656
1451,4,2,9,20,2,0,0,7998864
2997,4,2,5,15,2,1,0,11650456
2321,3,3,4,18,1,1,1,9905783
1181,3,3,8,6,0,1,0,7792139
541,1,1,5,16,0,0,0,3577598
1954,5,3,1,13,4,1,2,9849285
2230,4,1,8,4,7,1,2,10716081
1399,2,1,3,6,10,1,1,6877753
2283,4,3,2,8,9,0,0,9340016
2007,5,1,4,17,2,1,0,8943103
2893,3,1,9,7,4,0,1,11258280
1731,3,2,7,6,0,0,1,8433250
1781,4,1,5,19,4,0,1,8337968
1734,3,2,6,2,5,1,0,8610304
2865,3,3,4,1,0,0,2,11322920
1637,4,2,9,8,4,1,1,9569245
669,2,2,3,19,10,0,0,4353459
2498,5,3,5,0,0,0,0,10771098
1847,4,4,8,19,0,0,2,9864267
1554,4,4,5,9,2,0,0,8591320
2885,4,2,9,13,9,1,2,12890643
2878,3,2,9,10,9,1,0,12010645
2440,3,1,4,2,5,0,2,9753305
1975,5,4,10,9,8,0,1,11191018
2671,3,1,1,2,5,1,1,9895299
760,1,1,6,15,3,1,1,4956727
655,1,1,1,7,2,1,0,3716159
2639,5,4,2,15,8,0,0,11057992
1045,3,3,1,19,1,1,1,6073498
1150,2,1,3,7,2,1,0,5607667
1970,4,2,7,19,8,0,0,8912679
2853,5,1,3,8,2,0,1,11066082
654,2,1,9,8,5,1,1,5809223
2593,4,4,4,0,2,0,2,11633818
1691,4,3,8,14,1,1,1,9459564
1343,4,1,10,4,1,0,2,8523605
960,1,1,8,8,0,0,0,5277320
1683,4,4,5,7,4,0,2,9378600
1976,5,4,7,11,1,1,0,10363643
2595,4,3,6,19,8,0,0,10773320
979,2,1,8,13,3,1,0,6105379
2999,3,3,6,9,0,0,0,11130077
1969,3,2,6,10,9,1,0,9124852
1241,2,2,7,0,0,1,2,7684205
1703,2,1,10,5,2,1,2,8858571
1510,4,4,8,1,7,0,0,9162934
590,1,1,4,20,0,0,0,3328813
1153,2,2,5,7,3,1,1,6606739
2260,5,3,7,1,2,1,1,11576329
908,1,1,7,7,8,0,1,5413453
2067,3,1,4,19,10,1,0,8362094
2701,4,2,10,13,0,1,2,11935304
2378,5,2,10,2,0,1,0,11571635
626,2,1,1,16,1,1,1,4045803
1898,5,3,2,11,10,0,2,9708444
753,1,1,6,7,4,0,1,4845755
1857,3,3,2,10,2,0,0,7956187
2207,4,4,2,20,5,1,2,10109852
2912,5,2,3,8,6,1,2,12036248
1198,4,4,4,16,9,1,0,7616086
2225,4,2,1,1,5,1,1,9573260
1191,4,3,10,8,4,0,0,8398935
870,1,1,6,11,1,0,1,4892251
2933,3,2,9,5,7,0,2,12134017
1258,2,1,7,19,0,1,1,6445472
1028,4,4,4,2,6,1,0,7491019
1239,3,1,5,0,10,0,1,7192528
896,2,2,1,19,7,0,0,4624922
2455,4,2,9,12,4,0,1,10943198
625,2,1,1,17,6,1,1,4203658
2675,4,2,6,18,10,1,0,10781321
811,1,1,7,19,4,0,1,4769560
1824,4,2,2,16,7,0,2,8604901
1920,3,3,9,5,2,0,1,9829067
2035,5,2,3,5,4,0,2,9885482
2632,4,1,8,9,9,0,2,11210851
827,2,1,4,4,5,0,1,5121863
605,1,1,4,6,2,0,1,4056319
583,1,1,2,18,1,1,1,3684293
654,2,2,4,20,8,1,1,5150749
1068,4,4,7,7,1,0,1,7926564
1502,2,2,7,18,0,1,1,7402124
1794,2,2,8,7,1,1,2,8827485
2416,4,3,4,6,5,1,2,10791900
1790,4,2,4,5,10,1,2,9450757
1514,2,2,1,12,9,1,1,6750806
2619,5,1,3,10,4,1,2,10848232
1221,3,3,1,12,6,1,1,6828071
2165,4,4,9,19,2,1,2,11492105
1961,5,3,2,4,7,0,2,9593277
2660,5,2,7,1,6,0,2,12117062
1812,4,3,6,13,5,0,1,9074580
865,2,1,4,17,6,0,1,4925031
2989,4,1,4,20,10,0,0,10905118
2608,3,2,1,2,10,0,0,9671331
2863,3,2,1,9,4,0,2,10398389
2218,4,3,9,1,10,0,0,10940422
2125,5,2,6,11,1,1,0,10078762
1694,4,3,6,10,6,1,2,9431812
2523,4,2,6,17,4,1,2,11059553
1110,2,2,1,3,10,0,1,5631027
1073,3,3,5,18,6,1,1,7157942
2273,5,1,10,5,0,0,2,11357145
2145,3,2,8,10,5,1,2,10405943
1717,4,2,2,19,3,1,1,8058412
877,1,1,3,11,3,1,0,4461908
2985,3,3,7,5,9,0,2,12259474
2895,3,3,8,10,9,0,2,12085171
1037,3,2,2,6,1,1,1,6161713
595,2,1,4,16,9,1,1,4812644
2768,4,3,1,14,9,1,1,10858587
1369,3,1,2,5,3,1,1,6956121
1241,4,3,1,12,9,1,1,7453214
525,2,2,8,9,0,1,1,5633003
1416,3,2,1,3,6,0,1,6806938
677,2,2,9,14,10,0,0,5569207
1222,4,4,4,11,7,1,2,8343044
1537,2,2,6,6,9,0,2,7770357
2431,3,2,8,8,1,1,2,10857148
1658,4,3,9,18,9,1,0,9513510
1877,3,3,7,0,0,0,1,9164822
1334,3,3,9,7,5,0,0,7840007
2429,3,3,8,20,6,0,0,10374640
1586,3,1,1,1,10,1,2,7591604
859,2,1,8,8,10,0,0,5892203
2701,3,1,4,1,9,1,0,10553073
2653,3,1,9,1,8,1,2,11575779
1273,3,2,2,5,6,0,0,6527101
2235,5,4,5,10,10,1,0,11242882
2833,5,3,3,0,6,0,1,11910611
2371,5,2,1,5,8,0,1,10284324
2259,4,3,3,4,0,1,0,10065417
1675,4,1,4,0,2,1,0,8175774
973,2,1,10,10,4,1,1,6666933
2947,3,3,5,9,1,1,2,11598093
786,1,1,9,6,10,1,0,5637993
1510,3,2,8,12,5,1,2,8773461
2770,4,3,8,13,2,0,1,12039466
1447,4,3,9,12,7,0,1,8702430
1257,2,2,7,3,7,1,0,7096154
2224,4,1,8,5,10,0,1,10182084
1699,3,3,9,10,0,0,2,9051114
2896,5,1,10,2,0,0,0,12048660
1504,4,1,1,3,9,0,1,7369407
2824,4,2,5,0,3,0,1,11503471
2353,5,4,2,17,7,0,2,10699836
1276,3,2,1,11,8,0,2,6466306
1524,3,2,10,9,10,0,2,8991200
2429,4,2,3,10,7,1,2,10803747
2591,3,1,5,20,2,0,1,9482885
2581,3,1,4,5,1,0,2,10155830
780,1,1,9,5,2,1,1,5901193
1511,3,2,2,2,9,1,0,7428064
1658,3,2,7,4,9,1,2,9183956
1512,3,2,4,2,8,1,1,8199218
2098,5,1,5,16,8,0,1,9483679
1666,3,1,7,17,10,0,0,7871989
2433,4,1,1,17,6,1,1,9331025
2120,4,1,1,4,3,1,1,9043118
841,2,1,8,14,1,1,0,5564435
592,2,2,4,10,1,0,1,4572557
1457,4,3,10,20,7,0,0,8720009
740,1,1,8,17,5,1,0,5060755
1213,4,2,2,14,6,1,0,6970352
1430,4,2,5,15,8,1,0,7871218
2228,3,3,7,3,5,0,0,9923158
588,2,1,4,10,0,0,1,4338612
2163,3,1,5,0,10,1,1,9568133
1447,3,3,8,0,0,0,1,8618382
2479,4,4,5,12,2,0,2,11360683
677,2,2,8,13,2,0,0,5406811
2725,5,2,6,18,3,0,0,11035531
1543,4,4,1,14,1,0,1,7801709
989,1,1,2,8,4,0,0,4336575
2698,4,3,7,14,3,0,2,11430740
693,1,1,7,12,0,0,1,4649130
1043,3,1,6,8,0,1,1,6667043
839,1,1,10,6,4,0,0,5392026
1283,3,3,6,6,9,0,0,7534757
1769,4,2,3,2,6,1,2,9136057
847,2,2,10,2,3,1,1,7015551
2639,5,3,4,14,9,0,2,11323579
1484,4,4,9,4,4,0,1,9578357
1262,4,4,2,6,1,0,2,7696821
2609,3,2,1,17,4,0,1,9393599
883,1,1,2,17,2,0,0,3807825
1772,3,1,6,9,3,0,0,7673550
1813,5,3,5,6,2,1,1,10004272
2997,3,1,1,14,8,0,0,9789043
621,2,1,9,2,6,1,0,5686687
1376,3,3,4,11,1,0,1,7169495
2031,3,2,4,9,10,0,1,8785986
2926,4,1,6,9,10,0,2,11611090
891,2,2,6,10,6,0,1,5884719
657,1,1,2,10,1,0,0,3376168
1274,3,1,10,13,1,0,2,7871650
2848,3,2,3,7,6,0,2,10945204
1998,4,4,8,13,4,0,0,9993864
2555,4,1,8,18,0,1,1,10753866
1141,2,1,4,6,5,0,0,5542768
1184,4,1,1,3,1,0,1,6357791
1647,2,2,9,4,2,0,0,8168864
2018,3,1,1,17,8,0,2,7989604
2816,4,1,7,13,5,0,1,11110168
884,2,1,1,17,1,1,1,4614368
2758,4,1,7,17,9,0,0,10770313
1757,3,2,1,15,4,1,0,7287778
2987,5,3,10,20,8,1,1,13680685
2830,3,2,1,1,7,1,2,10806757
2212,4,4,1,2,5,0,2,9987351
2210,3,2,5,3,10,1,1,9941787
1860,3,1,5,9,5,1,1,8632170
1912,5,1,9,20,6,0,0,9474631
1356,2,2,1,17,10,1,0,6222336
1020,3,2,9,20,1,1,0,6865580
2671,4,2,1,10,6,1,0,10155148
2857,5,2,3,20,1,1,1,11315737
2114,3,3,9,4,5,1,2,10573041
2654,4,4,2,19,7,1,2,11050438
2574,5,1,1,4,10,0,2,10557295
1775,2,1,9,18,9,0,1,8037249
573,1,1,2,19,0,1,1,3620383
2777,3,2,9,8,2,0,0,11091657
2044,4,2,1,14,7,1,2,9377549
697,1,1,7,7,7,0,0,4760380
2089,5,1,10,14,2,1,0,10242801
2549,4,3,8,14,9,1,1,11765415
1542,4,1,9,11,2,0,2,8659704
2963,5,2,8,4,6,0,1,12598885
2276,5,2,10,19,6,1,0,11150366
1759,2,2,9,12,8,0,1,8350853
2707,4,2,6,18,8,1,1,11435044
1714,2,2,5,3,10,1,1,8110134
2286,3,2,10,12,7,0,2,10872890
1061,3,2,7,11,5,1,0,6874073
1978,5,2,2,8,3,0,2,9530377
1914,3,1,2,17,9,0,0,7541373
1986,5,2,1,10,10,1,1,9285036
1354,2,1,7,15,1,0,1,6538430
1989,3,3,7,19,7,1,2,9790003
2442,3,2,6,4,4,0,2,10368410
1936,5,4,2,7,10,0,1,9990031
1564,4,3,1,1,4,1,0,8074530
1966,5,1,1,13,0,0,0,8312277
2938,5,3,4,12,3,1,2,12483131
1820,5,4,6,17,8,1,2,10779031
1290,3,1,5,17,6,0,2,6943272
792,1,1,1,14,8,1,0,3976171
1278,2,1,5,2,1,0,1,6434241
2267,5,1,7,16,2,0,1,10211274
2218,4,4,8,0,5,1,1,11718087
500,2,1,1,17,0,0,0,3086010
1122,3,1,7,5,0,0,0,6515052
532,2,2,1,19,0,0,1,3668963
1113,3,3,7,7,4,1,1,7632485
646,2,1,8,18,10,1,0,5378917
2948,3,1,1,5,1,0,2,10378859
1838,3,1,8,13,4,0,1,8555125
1122,3,2,2,20,8,0,1,5815895
1903,4,4,5,9,1,1,1,9695579
1672,4,3,10,16,4,1,1,9884395
2246,5,2,7,3,7,1,1,11230176
1199,4,4,9,2,4,0,1,8722119
620,1,1,6,14,0,0,1,4254812
884,2,1,4,14,5,0,0,4849533
2659,5,4,2,7,1,0,2,11448768
2332,3,1,7,0,1,1,0,9961174
2015,5,3,3,11,3,1,0,9855832
1470,3,1,10,9,2,0,2,8256546
2897,5,3,5,8,0,0,2,12355385
1798,4,2,9,4,1,1,1,10036404
2872,5,4,4,0,8,0,2,12888283
2460,4,2,6,3,8,0,0,10540881
2916,4,2,5,18,1,0,0,11037264
1420,4,4,5,18,3,1,1,8429775
2488,3,2,6,10,4,1,0,10218213
1197,2,1,5,0,9,0,1,6297378
2557,5,3,8,9,3,0,1,11825093
1113,4,2,8,11,9,1,1,8071047
680,2,1,1,11,1,0,0,3725659
2885,3,3,10,7,3,1,2,12834712
1585,3,3,8,5,3,1,0,8861627
1114,4,3,9,9,10,0,0,8147222
1556,3,2,6,16,7,0,2,8193817
2735,5,1,6,1,7,1,1,11702971
1865,3,2,8,2,8,1,2,9661213
576,1,1,4,0,0,0,1,4135154
2444,4,1,8,20,2,1,0,10114364
1752,4,4,9,7,6,0,2,10388944
1104,4,3,6,20,5,0,0,6982538
2153,5,1,8,5,7,0,0,10235583
978,1,1,3,3,7,0,0,4714172
2276,5,4,7,17,8,1,1,11573677
2899,4,2,2,14,3,0,0,10249381
2170,3,2,9,0,7,0,1,10092951
1875,5,3,7,18,3,0,2,10269554
1587,4,2,5,4,0,1,0,8217890
726,1,1,1,17,10,0,1,3718898
1302,3,1,6,0,9,0,2,7535835
2827,3,2,3,13,1,1,1,10354653
1546,2,1,3,16,7,0,0,6114211
1391,3,3,2,6,9,0,0,6902238
1386,4,4,5,20,4,1,0,8352122
1157,2,2,7,20,10,0,1,6639047
2216,4,1,8,12,4,1,2,10597414
514,2,1,8,15,1,0,1,4815310
1138,4,2,4,2,2,1,0,7053103
2260,5,1,6,8,2,0,0,10091024
1174,3,1,6,14,4,1,1,6863691
2524,4,4,6,10,0,1,1,11380387
758,2,1,5,4,5,1,0,5329620
536,2,1,2,11,4,1,1,4312222
2030,5,1,5,13,5,0,1,9532923
1896,4,2,3,16,8,0,2,8670940
1127,3,1,3,18,7,1,0,6063593
2368,5,4,9,14,10,0,0,11803880
1167,2,1,9,17,9,1,1,7148746
848,1,1,7,6,0,0,1,5125809
1908,3,2,9,2,8,1,1,9958155
937,2,1,2,8,8,1,0,5193868
2779,5,3,6,3,10,1,0,12132102
2892,3,2,7,13,7,0,0,11004233
2715,3,2,9,0,8,0,0,11416246
1025,3,3,5,13,0,0,0,6364962
864,2,2,7,7,10,0,0,5768671
2587,4,3,6,14,9,0,2,11469302
1418,4,1,3,8,0,0,1,7090046
2081,5,4,5,17,4,1,0,10539627
935,1,1,5,10,2,1,0,5032851
1330,4,1,5,6,10,0,0,7178942
2323,4,1,10,6,1,0,2,10801771
929,2,1,6,11,10,1,0,5945793
2454,4,2,2,13,6,1,0,10017538
823,2,1,6,18,5,0,1,5143818
2362,5,4,3,17,10,0,2,11169200
1296,3,1,6,18,5,1,0,6828233
2691,5,2,8,10,0,0,1,11779928
1011,4,1,3,15,0,0,1,6052405
2160,4,4,7,2,10,0,1,11153948
2542,3,1,8,11,4,0,1,10166160
2475,5,1,2,10,2,1,2,10243256
1715,4,4,10,19,3,1,2,10579219
1269,4,4,9,8,7,0,2,9224758
2137,4,1,5,9,4,1,0,9520612
1427,2,1,2,4,4,0,1,6335528
2501,4,2,6,16,9,0,1,10708023
2056,4,3,6,17,2,1,0,9669431
1255,2,2,2,13,8,0,2,6307880
1187,3,1,9,10,0,1,0,7042456
581,2,2,1,16,7,1,0,4150698
2582,3,3,4,6,10,0,0,10355996
1248,3,1,4,16,5,0,2,6719674
1229,3,2,1,4,6,1,0,6339285
1187,3,2,2,11,7,1,0,6480384
2466,4,2,7,7,9,1,2,11633565
2935,3,1,7,3,8,1,0,11494019
2174,5,2,3,18,8,0,0,9316297
802,2,2,2,15,8,0,0,4506360
1295,2,2,7,9,4,0,1,7011616
2155,5,4,5,16,2,1,1,10990229
2696,5,2,4,3,8,0,2,11734518
1031,2,2,8,7,10,0,0,6500556
1356,4,4,2,12,2,0,2,7852262
1683,3,1,2,2,0,0,0,7128719
2632,3,2,2,2,3,0,1,10143727
2781,5,3,8,20,0,0,1,12040623
2976,4,4,2,18,6,1,0,11635660
1482,4,1,3,13,6,0,0,6894941
2315,5,2,10,18,6,1,1,11320699
584,1,1,8,9,1,0,0,4439887
792,2,2,7,15,3,1,0,5763048
1216,2,1,5,15,10,0,0,5774100
1034,3,3,1,14,4,0,1,5793066
2741,3,3,4,11,6,1,0,10520801
758,1,1,5,15,3,1,0,4511903
1209,2,2,9,0,9,0,2,7593727
806,2,2,9,18,8,1,0,6039696
2168,5,4,8,7,6,1,0,11490598
2942,4,1,6,5,3,1,2,12053268
1249,4,1,3,18,10,0,0,6595910
2140,4,1,6,2,7,1,1,10011394
1153,2,2,4,13,6,1,1,6392386
2653,5,3,7,10,10,0,0,11624298
578,2,2,9,1,1,1,0,5842024
2162,4,1,10,12,0,0,0,9766552
1981,5,3,7,19,10,0,2,10503143
2197,3,1,3,18,9,0,2,8632807
1877,5,4,7,7,10,1,0,10836198
2950,5,4,2,5,3,1,0,12491181
2286,3,3,4,14,10,1,2,10458776
2123,3,3,9,15,8,0,2,10074349
2407,5,1,7,12,10,0,1,10867627
724,2,2,7,15,10,0,1,5518037
2345,4,2,1,20,10,1,2,10005041
1230,4,4,2,14,10,0,0,7190056
1904,4,3,9,13,7,0,1,10153141
2191,4,2,7,2,7,1,2,11134213
2550,5,4,1,1,2,1,0,11361758
2776,3,3,2,12,0,0,1,10432932
1465,3,2,2,3,0,0,0,6593482
1416,4,2,2,13,0,0,0,6976588
1274,3,1,10,19,7,0,1,7362411
1108,4,2,4,1,0,0,0,6642829
1822,3,1,3,8,0,0,1,7741968
1034,3,1,8,9,8,1,0,6731655
1601,4,2,5,14,6,0,2,8596015
1194,4,1,3,14,6,0,1,6685895
691,1,1,3,13,9,0,1,4108863
2511,3,3,6,6,9,0,2,11150548
1686,3,1,8,8,0,0,2,8304126
2721,4,1,9,11,6,1,0,11270331
538,2,2,10,7,1,0,1,5696454
2678,3,2,10,1,6,1,1,11805276
1474,3,3,9,10,4,0,0,8397781
1055,2,2,7,2,6,0,1,6536455
631,1,1,4,6,10,1,1,4645321
561,2,2,3,8,2,0,1,4411557
2514,3,3,9,19,0,1,1,11152205
1518,2,2,7,7,10,1,1,8166043
599,1,1,1,5,6,1,1,4009561
920,1,1,1,10,7,0,0,4059532
584,1,1,1,1,0,0,0,3321082
865,1,1,9,1,0,0,0,5315930
515,1,1,9,3,5,0,1,4809132
2563,5,2,7,11,4,0,0,11292841
2113,3,3,5,4,9,1,2,10398468
2008,3,3,8,1,9,1,2,10342344
1739,2,1,1,11,8,0,0,6546199
1428,3,1,6,16,7,1,1,7439736
2998,4,2,3,8,2,1,1,11530153
1778,3,1,10,8,8,1,0,8923821
597,1,1,2,9,3,0,0,3471373
2277,5,1,10,14,0,1,1,11147440
1542,4,2,1,5,4,0,2,7645429
1926,3,3,1,11,4,0,0,7767346
1933,4,3,2,11,1,0,0,8633943
1525,2,1,6,2,10,1,1,7830506
